Issue_Type_ID,Issue_Category,Priority_Level,Issue_Subcategory_Corrected,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,2FA Issue,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,2FA Issue,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,2FA Issue,
,Login,High,Forgot Password,
,Login,High,Account Locked,
,Login,High,Forgot Password,
,Login,High,2FA Issue,
,Login,High,Account Locked,
,Login,High,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,2FA Issue,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,Account Locked,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Account Locked,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,2FA Issue,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Account Locked,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,Forgot Password,
,Login,Low,2FA Issue,
,Login,Low,Forgot Password,
