Issue_Type_ID,Issue_Category,Priority_Level,Issue_Subcategory_Corrected
3024,Login,High,Forgot Password
3033,Login,High,Account Locked
3059,Login,High,Account Locked
3093,Login,High,Forgot Password
3108,Login,High,Forgot Password
3111,Login,High,Account Locked
3140,Login,High,Forgot Password
3150,Login,High,Forgot Password
3156,Login,High,Forgot Password
3165,Login,High,Forgot Password
3173,Login,High,Forgot Password
3176,Login,High,Account Locked
3180,Login,High,2FA Issue
3185,Login,High,Forgot Password
3186,Login,High,Account Locked
3220,Login,High,Account Locked
3230,Login,High,Forgot Password
3234,Login,High,Forgot Password
3239,Login,High,Forgot Password
3243,Login,High,Account Locked
3265,Login,High,Forgot Password
3279,Login,High,Forgot Password
3362,Login,High,Forgot Password
3376,Login,High,Forgot Password
3414,Login,High,Forgot Password
3417,Login,High,Account Locked
3419,Login,High,Forgot Password
3420,Login,High,Account Locked
3424,Login,High,Forgot Password
3428,Login,High,2FA Issue
3429,Login,High,Forgot Password
3430,Login,High,Account Locked
3446,Login,High,Forgot Password
3453,Login,High,Forgot Password
3463,Login,High,Account Locked
3473,Login,High,Account Locked
3511,Login,High,Account Locked
3519,Login,High,Account Locked
3537,Login,High,Forgot Password
3584,Login,High,Forgot Password
3600,Login,High,Account Locked
3607,Login,High,2FA Issue
3608,Login,High,Account Locked
3612,Login,High,Forgot Password
3624,Login,High,Forgot Password
3626,Login,High,Account Locked
3641,Login,High,Account Locked
3643,Login,High,Forgot Password
3647,Login,High,2FA Issue
3650,Login,High,Account Locked
3659,Login,High,Forgot Password
3685,Login,High,Forgot Password
3687,Login,High,Forgot Password
3689,Login,High,2FA Issue
3729,Login,High,Forgot Password
3732,Login,High,Forgot Password
3761,Login,High,Forgot Password
3789,Login,High,Account Locked
3798,Login,High,Forgot Password
3816,Login,High,Forgot Password
3826,Login,High,Account Locked
3838,Login,High,Forgot Password
3846,Login,High,Account Locked
3867,Login,High,Forgot Password
3880,Login,High,Forgot Password
3884,Login,High,Forgot Password
3895,Login,High,Forgot Password
3919,Login,High,Forgot Password
3937,Login,High,Account Locked
3941,Login,High,Forgot Password
3993,Login,High,2FA Issue
4009,Login,High,2FA Issue
4015,Login,High,Account Locked
4026,Login,High,Forgot Password
4033,Login,High,Forgot Password
4035,Login,High,Forgot Password
4043,Login,High,Forgot Password
4051,Login,High,Forgot Password
4065,Login,High,Forgot Password
4074,Login,High,Account Locked
4076,Login,High,2FA Issue
4078,Login,High,Account Locked
4094,Login,High,Forgot Password
4116,Login,High,Account Locked
4144,Login,High,Forgot Password
4153,Login,High,Forgot Password
4190,Login,High,2FA Issue
4198,Login,High,Account Locked
4203,Login,High,Forgot Password
4224,Login,High,Account Locked
4227,Login,High,Forgot Password
4261,Login,High,2FA Issue
4265,Login,High,Forgot Password
4274,Login,High,Forgot Password
4301,Login,High,Forgot Password
4312,Login,High,2FA Issue
4314,Login,High,Forgot Password
4332,Login,High,Account Locked
4348,Login,High,2FA Issue
4367,Login,High,2FA Issue
4371,Login,High,Forgot Password
4378,Login,High,2FA Issue
4379,Login,High,Forgot Password
4421,Login,High,2FA Issue
4469,Login,High,2FA Issue
4520,Login,High,Forgot Password
4521,Login,High,Forgot Password
4540,Login,High,Forgot Password
4550,Login,High,Forgot Password
4570,Login,High,Forgot Password
4577,Login,High,Forgot Password
4581,Login,High,Account Locked
4601,Login,High,Forgot Password
4664,Login,High,Account Locked
4674,Login,High,Forgot Password
4682,Login,High,Forgot Password
4683,Login,High,Forgot Password
4703,Login,High,Forgot Password
4711,Login,High,Account Locked
4716,Login,High,2FA Issue
4733,Login,High,Account Locked
4735,Login,High,Account Locked
4741,Login,High,Forgot Password
4745,Login,High,Forgot Password
4755,Login,High,Account Locked
4760,Login,High,Forgot Password
4766,Login,High,Forgot Password
4776,Login,High,Account Locked
4783,Login,High,Account Locked
4789,Login,High,Forgot Password
4812,Login,High,2FA Issue
4830,Login,High,Account Locked
4835,Login,High,Forgot Password
4848,Login,High,Account Locked
4874,Login,High,Forgot Password
4896,Login,High,Account Locked
4902,Login,High,Forgot Password
4907,Login,High,Forgot Password
4926,Login,High,2FA Issue
4953,Login,High,Forgot Password
4959,Login,High,Forgot Password
4990,Login,High,Account Locked
5009,Login,High,Forgot Password
5027,Login,High,Forgot Password
5028,Login,High,Forgot Password
5032,Login,High,Forgot Password
5038,Login,High,Forgot Password
5084,Login,High,Forgot Password
5105,Login,High,2FA Issue
5107,Login,High,Forgot Password
5111,Login,High,Forgot Password
5123,Login,High,Account Locked
5126,Login,High,Forgot Password
5138,Login,High,Forgot Password
5153,Login,High,Account Locked
5157,Login,High,Forgot Password
5161,Login,High,Forgot Password
5162,Login,High,Account Locked
5180,Login,High,Forgot Password
5185,Login,High,Forgot Password
5190,Login,High,Account Locked
5200,Login,High,Account Locked
5216,Login,High,Forgot Password
5231,Login,High,Account Locked
5238,Login,High,Forgot Password
5242,Login,High,Forgot Password
5246,Login,High,Forgot Password
5263,Login,High,Account Locked
5268,Login,High,Forgot Password
5292,Login,High,Forgot Password
5299,Login,High,Forgot Password
5301,Login,High,2FA Issue
5320,Login,High,Forgot Password
5356,Login,High,Forgot Password
5360,Login,High,Forgot Password
5362,Login,High,Forgot Password
5373,Login,High,Forgot Password
5379,Login,High,2FA Issue
5380,Login,High,2FA Issue
5396,Login,High,Account Locked
5412,Login,High,Forgot Password
5425,Login,High,Forgot Password
5432,Login,High,2FA Issue
5433,Login,High,Forgot Password
5462,Login,High,2FA Issue
5486,Login,High,Forgot Password
5500,Login,High,Forgot Password
5513,Login,High,Forgot Password
5520,Login,High,Account Locked
5536,Login,High,Forgot Password
5539,Login,High,Forgot Password
5554,Login,High,Forgot Password
5562,Login,High,Account Locked
5563,Login,High,2FA Issue
5565,Login,High,Forgot Password
5566,Login,High,Forgot Password
5572,Login,High,Forgot Password
5586,Login,High,Account Locked
5619,Login,High,Forgot Password
5621,Login,High,Forgot Password
5623,Login,High,Account Locked
5634,Login,High,Forgot Password
5635,Login,High,Account Locked
5653,Login,High,Account Locked
5664,Login,High,Forgot Password
5726,Login,High,Forgot Password
5753,Login,High,2FA Issue
5780,Login,High,Forgot Password
5817,Login,High,Account Locked
5835,Login,High,Account Locked
5852,Login,High,Forgot Password
5853,Login,High,Forgot Password
5854,Login,High,Forgot Password
5868,Login,High,Forgot Password
5870,Login,High,Forgot Password
5882,Login,High,Forgot Password
5888,Login,High,Account Locked
5896,Login,High,Forgot Password
5903,Login,High,Account Locked
5904,Login,High,Account Locked
5913,Login,High,Forgot Password
5919,Login,High,Account Locked
5923,Login,High,2FA Issue
5940,Login,High,Forgot Password
5953,Login,High,Account Locked
5963,Login,High,Forgot Password
5977,Login,High,2FA Issue
5981,Login,High,Account Locked
5987,Login,High,Account Locked
10,Login,Low,Account Locked
17,Login,Low,Account Locked
49,Login,Low,Forgot Password
54,Login,Low,2FA Issue
76,Login,Low,Forgot Password
79,Login,Low,Forgot Password
84,Login,Low,Account Locked
93,Login,Low,2FA Issue
121,Login,Low,2FA Issue
137,Login,Low,Forgot Password
141,Login,Low,Account Locked
148,Login,Low,Forgot Password
151,Login,Low,Forgot Password
174,Login,Low,Forgot Password
175,Login,Low,Forgot Password
178,Login,Low,Account Locked
193,Login,Low,Forgot Password
233,Login,Low,Forgot Password
256,Login,Low,2FA Issue
295,Login,Low,Account Locked
297,Login,Low,Forgot Password
298,Login,Low,Forgot Password
325,Login,Low,Account Locked
329,Login,Low,Forgot Password
353,Login,Low,Forgot Password
359,Login,Low,Forgot Password
361,Login,Low,Forgot Password
387,Login,Low,Account Locked
406,Login,Low,Account Locked
415,Login,Low,Account Locked
419,Login,Low,Forgot Password
426,Login,Low,Forgot Password
428,Login,Low,Forgot Password
433,Login,Low,2FA Issue
439,Login,Low,Forgot Password
443,Login,Low,Account Locked
454,Login,Low,Forgot Password
461,Login,Low,Forgot Password
476,Login,Low,Forgot Password
487,Login,Low,Forgot Password
520,Login,Low,Forgot Password
521,Login,Low,Account Locked
527,Login,Low,Account Locked
529,Login,Low,Forgot Password
546,Login,Low,Forgot Password
554,Login,Low,Forgot Password
555,Login,Low,Account Locked
562,Login,Low,Forgot Password
609,Login,Low,Forgot Password
619,Login,Low,Forgot Password
627,Login,Low,Account Locked
650,Login,Low,Forgot Password
654,Login,Low,Forgot Password
661,Login,Low,2FA Issue
666,Login,Low,Forgot Password
671,Login,Low,Account Locked
678,Login,Low,Forgot Password
694,Login,Low,Forgot Password
703,Login,Low,2FA Issue
737,Login,Low,Account Locked
745,Login,Low,Forgot Password
770,Login,Low,Forgot Password
814,Login,Low,Forgot Password
840,Login,Low,Forgot Password
843,Login,Low,Forgot Password
848,Login,Low,Forgot Password
857,Login,Low,Forgot Password
875,Login,Low,Forgot Password
894,Login,Low,Account Locked
911,Login,Low,Forgot Password
940,Login,Low,Forgot Password
975,Login,Low,Forgot Password
987,Login,Low,Forgot Password
989,Login,Low,Forgot Password
1005,Login,Low,Forgot Password
1012,Login,Low,Account Locked
1014,Login,Low,Forgot Password
1025,Login,Low,2FA Issue
1035,Login,Low,Forgot Password
1049,Login,Low,Forgot Password
1061,Login,Low,Forgot Password
1066,Login,Low,Account Locked
1071,Login,Low,Forgot Password
1093,Login,Low,Forgot Password
1123,Login,Low,Forgot Password
1134,Login,Low,Account Locked
1135,Login,Low,2FA Issue
1146,Login,Low,Forgot Password
1148,Login,Low,Forgot Password
1166,Login,Low,Forgot Password
1174,Login,Low,Account Locked
1176,Login,Low,Forgot Password
1180,Login,Low,Forgot Password
1181,Login,Low,Forgot Password
1184,Login,Low,Forgot Password
1209,Login,Low,Forgot Password
1224,Login,Low,Forgot Password
1241,Login,Low,Account Locked
1253,Login,Low,Forgot Password
1259,Login,Low,Account Locked
1265,Login,Low,Account Locked
1272,Login,Low,Forgot Password
1303,Login,Low,Forgot Password
1312,Login,Low,Forgot Password
1320,Login,Low,2FA Issue
1332,Login,Low,Forgot Password
1351,Login,Low,Account Locked
1362,Login,Low,Forgot Password
1371,Login,Low,Forgot Password
1376,Login,Low,Forgot Password
1380,Login,Low,Forgot Password
1453,Login,Low,Forgot Password
1460,Login,Low,Forgot Password
1477,Login,Low,Forgot Password
1494,Login,Low,Forgot Password
1502,Login,Low,Forgot Password
1505,Login,Low,Forgot Password
1541,Login,Low,Forgot Password
1547,Login,Low,Forgot Password
1556,Login,Low,Forgot Password
1563,Login,Low,Forgot Password
1564,Login,Low,Forgot Password
1619,Login,Low,Account Locked
1653,Login,Low,Forgot Password
1669,Login,Low,Account Locked
1692,Login,Low,Forgot Password
1726,Login,Low,Forgot Password
1735,Login,Low,Forgot Password
1736,Login,Low,Forgot Password
1751,Login,Low,Forgot Password
1754,Login,Low,Forgot Password
1756,Login,Low,Forgot Password
1775,Login,Low,Forgot Password
1779,Login,Low,Forgot Password
1788,Login,Low,Forgot Password
1793,Login,Low,Account Locked
1797,Login,Low,Forgot Password
1817,Login,Low,Account Locked
1835,Login,Low,Account Locked
1841,Login,Low,Forgot Password
1857,Login,Low,Forgot Password
1880,Login,Low,Forgot Password
1893,Login,Low,Account Locked
1894,Login,Low,Forgot Password
1929,Login,Low,Forgot Password
1951,Login,Low,Forgot Password
1964,Login,Low,Forgot Password
1989,Login,Low,Forgot Password
2009,Login,Low,Forgot Password
2011,Login,Low,2FA Issue
2013,Login,Low,2FA Issue
2025,Login,Low,Forgot Password
2048,Login,Low,Forgot Password
2077,Login,Low,Forgot Password
2087,Login,Low,Account Locked
2108,Login,Low,Account Locked
2111,Login,Low,Forgot Password
2122,Login,Low,Account Locked
2133,Login,Low,Account Locked
2184,Login,Low,Account Locked
2201,Login,Low,Forgot Password
2205,Login,Low,Forgot Password
2218,Login,Low,Forgot Password
2246,Login,Low,Account Locked
2247,Login,Low,Forgot Password
2260,Login,Low,Account Locked
2275,Login,Low,Account Locked
2277,Login,Low,Account Locked
2288,Login,Low,Forgot Password
2289,Login,Low,Forgot Password
2295,Login,Low,Account Locked
2304,Login,Low,Account Locked
2306,Login,Low,Account Locked
2326,Login,Low,Account Locked
2363,Login,Low,Account Locked
2367,Login,Low,Forgot Password
2398,Login,Low,Forgot Password
2422,Login,Low,Forgot Password
2427,Login,Low,Forgot Password
2456,Login,Low,Forgot Password
2467,Login,Low,Forgot Password
2475,Login,Low,Forgot Password
2480,Login,Low,Forgot Password
2485,Login,Low,Forgot Password
2543,Login,Low,Forgot Password
2555,Login,Low,Forgot Password
2612,Login,Low,Account Locked
2648,Login,Low,Forgot Password
2677,Login,Low,Forgot Password
2686,Login,Low,Forgot Password
2705,Login,Low,Forgot Password
2715,Login,Low,Forgot Password
2745,Login,Low,2FA Issue
2746,Login,Low,Account Locked
2751,Login,Low,2FA Issue
2775,Login,Low,Forgot Password
2843,Login,Low,Forgot Password
2867,Login,Low,Forgot Password
2888,Login,Low,Account Locked
2932,Login,Low,Account Locked
2935,Login,Low,Forgot Password
2955,Login,Low,Account Locked
3025,Login,Low,Account Locked
3028,Login,Low,Forgot Password
3034,Login,Low,Account Locked
3043,Login,Low,Forgot Password
3046,Login,Low,Forgot Password
3050,Login,Low,Forgot Password
3064,Login,Low,Account Locked
3067,Login,Low,Forgot Password
3070,Login,Low,Forgot Password
3071,Login,Low,Forgot Password
3090,Login,Low,Account Locked
3098,Login,Low,Account Locked
3118,Login,Low,Account Locked
3119,Login,Low,Account Locked
3122,Login,Low,2FA Issue
3148,Login,Low,Forgot Password
3151,Login,Low,Account Locked
3155,Login,Low,2FA Issue
3209,Login,Low,Forgot Password
3242,Login,Low,Forgot Password
3249,Login,Low,Account Locked
3267,Login,Low,Account Locked
3269,Login,Low,Forgot Password
3292,Login,Low,Forgot Password
3300,Login,Low,Forgot Password
3312,Login,Low,Forgot Password
3333,Login,Low,Forgot Password
3334,Login,Low,Forgot Password
3341,Login,Low,Forgot Password
3352,Login,Low,Forgot Password
3355,Login,Low,Forgot Password
3360,Login,Low,Forgot Password
3377,Login,Low,Forgot Password
3387,Login,Low,Forgot Password
3407,Login,Low,Forgot Password
3418,Login,Low,Forgot Password
3438,Login,Low,Forgot Password
3448,Login,Low,Forgot Password
3449,Login,Low,Forgot Password
3476,Login,Low,Forgot Password
3480,Login,Low,Account Locked
3501,Login,Low,Forgot Password
3546,Login,Low,Forgot Password
3554,Login,Low,Account Locked
3557,Login,Low,Forgot Password
3570,Login,Low,Forgot Password
3574,Login,Low,Forgot Password
3580,Login,Low,Forgot Password
